MP name	Nature of membership	State	Constituency	Political party	Gender	Educational qualifications	Age	Debates	Questions	Attendance	State's Debates average	State's Private Member Bills  average	State's Questions average	State's Attendance average
Rajendra Agrawal	Elected	Uttar Pradesh	Meerut	Bharatiya Janata Party	Male	Post Graduate	62	108	212	98%	33.3	0.4	178	80%
Rajendrasinh Ghanshyamsinh Rana (Raju Rana)	Elected	Gujarat	Bhavnagar	Bharatiya Janata Party	Male	Graduate	56	1	30	84%	30.1	1	276	80%
Rajesh Nandini Singh	Elected	Madhya Pradesh	Shahdol	Indian National Congress	Female	Graduate	55	0	1	89%	34.5	0.1	174	83%
Rajiv Ranjan (Lalan) Singh	Elected	Bihar	Munger	Janata Dal (United)	Male	Graduate	57	10	441	93%	34.8	0.5	235	87%
Rajnath Singh	Elected	Uttar Pradesh	Ghaziabad	Bharatiya Janata Party	Male	Post Graduate	61	10	32	79%	33.3	0.4	178	80%
Raju Shetti	Elected	Maharashtra	Hatkanangle	Swabhimani Paksha	Male	Diploma Course	45	26	217	73%	21	1.2	354	74%
Rakesh Pandey	Elected	Uttar Pradesh	Ambedkar Nagar	Bahujan Samaj Party	Male	Matric	60	9	20	85%	33.3	0.4	178	80%
Rakesh Sachan	Elected	Uttar Pradesh	Fatehpur	Samajwadi Party	Male	Post Graduate	47	32	31	87%	33.3	0.4	178	80%
Rakesh Singh	Elected	Madhya Pradesh	Jabalpur	Bharatiya Janata Party	Male	Graduate	50	43	334	80%	34.5	0.1	174	83%
Ram Chandra Dome	Elected	West Bengal	Bolpur	Communist Party of India (Marxist)	Male	Graduate	53	45	44	81%	34.8	0.8	135	72%
Ram Singh Kaswan	Elected	Rajasthan	Churu	Bharatiya Janata Party	Male	Graduate	67	55	215	92%	37.1	0.8	207	88%
Ram Sundar Das	Elected	Bihar	Hajipur	Janata Dal (United)	Male	Matric	91	0	278	87%	34.8	0.5	235	87%
Rama Devi	Elected	Bihar	Sheohar	Bharatiya Janata Party	Female	Graduate	63	52	416	87%	34.8	0.5	235	87%
Ramachandran Mullappally	Elected	Kerala	Vadakara	Indian National Congress	Male	Post Graduate	67	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ramakant Yadav	Elected	Uttar Pradesh	Azamgarh	Bharatiya Janata Party	Male	Matric	55	0	0	46%	33.3	0.4	178	80%
Ramashankar Rajbhar	Elected	Uttar Pradesh	Salempur	Bahujan Samaj Party	Male	Graduate	52	62	156	95%	33.3	0.4	178	80%
Ramen Deka	Elected	Assam	Mangaldoi	Bharatiya Janata Party	Male	Graduate	58	44	115	87%	16.2	0.5	59	81%
Ramesh Bais	Elected	Chhattisgarh	Raipur	Bharatiya Janata Party	Male	Inter/ Higher Secondary	65	9	224	94%	9.6	0.3	120	64%
Ramesh Chandappa Jigajinagi	Elected	Karnataka	Bijapur	Bharatiya Janata Party	Male	Post Graduate	60	0	17	80%	14.4	0.2	243	70%
Ramesh Kumar	Elected	Delhi	South Delhi	Indian National Congress	Male	Matric	57	0	0	100%	27.5	4.3	226	96%
Ramesh Rathod	Elected	Andhra Pradesh	Adilabad	Telugu Desam Party	Male	Graduate	45	9	254	51%	15.2	0.4	257	70%
Ramkishun	Elected	Uttar Pradesh	Chandauli	Samajwadi Party	Male	Graduate	56	99	399	86%	33.3	0.4	178	80%
Ramshankar	Elected	Uttar Pradesh	Agra	Bharatiya Janata Party	Male	Doctorate	47	44	171	73%	33.3	0.4	178	80%
Ramsinhbhai Patalyabhai Rathwa	Elected	Gujarat	Chhota Udaipur	Bharatiya Janata Party	Male	Post Diploma Course	61	18	557	81%	30.1	1	276	80%
Ranee Narah	Elected	Assam	Lakhimpur	Indian National Congress	Female	Graduate	46	3	7	85%	16.2	0.5	59	81%
Ranjan Prasad Yadav	Elected	Bihar	Pataliputra	Janata Dal (United)	Male	Doctorate	67	10	351	87%	34.8	0.5	235	87%
Raosaheb Patil Danve	Elected	Maharashtra	Jalna	Bharatiya Janata Party	Male	Under Graduate	57	18	226	63%	21	1.2	354	74%
Ratan Singh	Elected	Rajasthan	Bharatpur	Indian National Congress	Male	Graduate	65	42	90	95%	37.1	0.8	207	88%
Ratanjit Pratap Narayan Singh	Elected	Uttar Pradesh	Khushi Nagar	Indian National Congress	Male	Graduate	48	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ratna De	Elected	West Bengal	Hooghly	All India Trinamool Congress	Female	Post Graduate	64	74	113	80%	34.8	0.8	135	72%
Ratna Singh	Elected	Uttar Pradesh	Pratapgarh	Indian National Congress	Female	Graduate	53	25	479	85%	33.3	0.4	178	80%
Rattan Singh Ajnala	Elected	Punjab	Khadoor Sahib	Shiromani Akali Dal	Male	Graduate	68	36	125	84%	19	0.6	127	78%
Ravindra Kumar Pandey	Elected	Jharkhand	Giridih	Bharatiya Janata Party	Male	Graduate	53	108	475	86%	25.9	0.8	185	65%
Ravneet Singh	Elected	Punjab	Anandpur Sahib	Indian National Congress	Male	Inter/ Higher Secondary	36	11	291	77%	19	0.6	127	78%
Rewati Raman Singh	Elected	Uttar Pradesh	Allahabad	Samajwadi Party	Male	Graduate	68	48	182	87%	33.3	0.4	178	80%
Rudramadhab Ray	Elected	Orissa	Kandhamal	Biju Janata Dal	Male	Graduate	74	34	635	76%	27.4	0.6	279	76%
S. Alagiri	Elected	Tamil Nadu	Cuddalore	Indian National Congress	Male	Graduate	59	19	398	69%	34.2	0.2	261	73%
S. Gandhiselvan	Elected	Tamil Nadu	Namakkal	Dravida Munnetra Kazhagam	Male	Post Graduate	49	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S. Jagathrakshakan	Elected	Tamil Nadu	Arakkonam	Dravida Munnetra Kazhagam	Male	Inter/ Higher Secondary	64	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S. Pakkirappa	Elected	Karnataka	Raichur	Bharatiya Janata Party	Male	Under Matric	53	3	566	64%	14.4	0.2	243	70%
S. R. Jeyadurai	Elected	Tamil Nadu	Thoothukkudi	Dravida Munnetra Kazhagam	Male	Graduate	43	11	448	57%	34.2	0.2	261	73%
S. Semmalai	Elected	Tamil Nadu	Salem	All India Anna Dravida Munnetra Kazhagam	Male	Graduate	67	92	390	85%	34.2	0.2	261	73%
S.P.Y. Reddy	Elected	Andhra Pradesh	Nandyal	Indian National Congress	Male	Graduate	62	3	0	48%	15.2	0.4	257	70%
S.S. Palanimanickam	Elected	Tamil Nadu	Thanjavur	Dravida Munnetra Kazhagam	Male	Graduate	62	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S.S. Ramasubbu	Elected	Tamil Nadu	Tirunelveli	Indian National Congress	Male	Post Graduate	62	123	752	98%	34.2	0.2	261	73%
Sabbam Hari	Elected	Andhra Pradesh	Anakapalli	Indian National Congress	Male	Graduate	60	0	0	77%	15.2	0.4	257	70%
Sachin Pilot	Elected	Rajasthan	Ajmer	Indian National Congress	Male	Post Graduate	35	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sadashivrao Dadoba Mandlik	Elected	Maharashtra	Kolhapur	Independent	Male	Graduate	77	8	53	48%	21	1.2	354	74%
Sai Prathap Annayyagari	Elected	Andhra Pradesh	Rajampet	Indian National Congress	Male	Under Graduate	67	1	80	86%	5.5	0.1	91	70%
Sajjan Singh Verma	Elected	Madhya Pradesh	Dewas	Indian National Congress	Male	Post Graduate	59	47	322	87%	34.5	0.1	174	83%
Sakti Mohan Malik	Elected	West Bengal	Arambagh	Communist Party of India (Marxist)	Male	Post Graduate	53	4	26	91%	34.8	0.8	135	72%
Salman Khurshid	Elected	Uttar Pradesh	Farrukhabad	Indian National Congress	Male	Post Graduate	59	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sambasiva Rayapati Rao	Elected	Andhra Pradesh	Guntur	Indian National Congress	Male	Graduate	69	13	610	67%	15.2	0.4	257	70%
Sameer Magan Bhujbal	Elected	Maharashtra	Nashik	Nationalist Congress Party	Male	Matric	38	11	227	68%	21	1.2	354	74%
Sandeep Dikshit	Elected	Delhi	East Delhi	Indian National Congress	Male	Post Graduate	48	15	2	93%	27.5	4.3	226	96%
Sanjay Bhoi	Elected	Orissa	Bargarh	Indian National Congress	Male	Graduate	38	4	298	87%	27.4	0.6	279	76%
Sanjay Dina Patil	Elected	Maharashtra	Mumbai-North-East	Nationalist Congress Party	Male	Graduate	43	6	340	85%	21	1.2	354	74%
Sanjay Jaiswal	Elected	Bihar	Paschim Champaran	Bharatiya Janata Party	Male	Post Graduate	46	26	175	85%	34.8	0.5	235	87%
Sanjay Nirupam	Elected	Maharashtra	Mumbai-North	Indian National Congress	Male	Graduate	47	44	231	93%	21	1.2	354	74%
Sanjay Shamrao Dhotre	Elected	Maharashtra	Akola	Bharatiya Janata Party	Male	Graduate	53	12	254	75%	21	1.2	354	74%
Sanjay Singh Chauhan	Elected	Uttar Pradesh	Bijnor	Rashtriya Lok Dal	Male	Graduate	50	24	245	88%	33.3	0.4	178	80%
Sanjay Sinh	Elected	Uttar Pradesh	Sultanpur	Indian National Congress	Male	Doctorate	60	20	465	77%	33.3	0.4	178	80%
Sanjeev Ganesh Naik	Elected	Maharashtra	Thane	Nationalist Congress Party	Male	Inter/ Higher Secondary	40	55	561	94%	21	1.2	354	74%
Sansuma Khunggur Bwiswmuthiary	Elected	Assam	Kokrajhar	Bodoland People's Front	Male	Graduate	52	35	69	60%	16.2	0.5	59	81%
Santosh Chowdhary	Elected	Punjab	Hoshiarpur	Indian National Congress	Female	Post Graduate	67	34	0	85%	19	0.6	127	78%
Sarika Singh Baghel	Elected	Uttar Pradesh	Hathras	Rashtriya Lok Dal	Female	Post Graduate	32	0	0	94%	33.3	0.4	178	80%
Saroj Pandey	Elected	Chhattisgarh	Durg	Bharatiya Janata Party	Female	Post Graduate	44	25	306	73%	9.6	0.3	120	64%
Satabdi Roy	Elected	West Bengal	Birbhum	All India Trinamool Congress	Female	Graduate	42	2	0	72%	34.8	0.8	135	72%
Sathyanarayana Sarvey	Elected	Andhra Pradesh	Malkajgiri	Indian National Congress	Male	Post Graduate	58	4	264	71%	15.2	0.4	257	70%
Satpal Maharaj	Elected	Uttarakhand	Garhwal	Indian National Congress	Male	Inter/ Higher Secondary	60	113	80	86%	38.5	4.6	78	82%
Saugata Roy	Elected	West Bengal	Dum Dum	All India Trinamool Congress	Male	Post Graduate	65	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seema Upadhyay	Elected	Uttar Pradesh	Fatehpur Sikri	Bahujan Samaj Party	Female	Graduate	47	9	224	86%	33.3	0.4	178	80%
Selja	Elected	Haryana	Ambala	Indian National Congress	Female	Post Graduate	49	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Shafiqur Rahman Barq	Elected	Uttar Pradesh	Sambhal	Bahujan Samaj Party	Male	Graduate	82	25	70	98%	33.3	0.4	178	80%
Shailendra Kumar	Elected	Uttar Pradesh	Kaushambi	Samajwadi Party	Male	Post Graduate	52	268	143	97%	33.3	0.4	178	80%
Sharad Chandra Govindrao Pawar	Elected	Maharashtra	Madha	Nationalist Congress Party	Male	Graduate	71	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sharad Yadav	Elected	Bihar	Madhepura	Janata Dal (United)	Male	Graduate	65	121	41	84%	34.8	0.5	235	87%
Sharifuddin Shariq	Elected	Jammu and Kashmir	Baramulla	Jammu and Kashmir National Conference	Male	Post Graduate	77	32	57	88%	35.4	0	84	89%
Shashi Tharoor	Elected	Kerala	Thiruvananthapuram	Indian National Congress	Male	Doctorate	56	12	85	88%	36.7	0.9	227	84%
Shatrughan Sinha	Elected	Bihar	Patna Sahib	Bharatiya Janata Party	Male	Graduate	66	6	66	72%	34.8	0.5	235	87%
Sheesh Ram Ola	Elected	Rajasthan	Jhunjhunu	Indian National Congress	Male	Matric	85	4	8	93%	37.1	0.8	207	88%
Sher Singh Ghubaya	Elected	Punjab	Ferozpur	Shiromani Akali Dal	Male	Matric	50	10	39	62%	19	0.6	127	78%
Shibu Soren	Elected	Jharkhand	Dumka	Jharkhand Mukti Morcha	Male	Matric	68	0	0	20%	25.9	0.8	185	65%
Shivaji Adhalrao Patil	Elected	Maharashtra	Shirur	Shiv Sena	Male	Inter/ Higher Secondary	56	10	699	42%	21	1.2	354	74%
Shivaramagouda Shivanagouda	Elected	Karnataka	Koppal	Bharatiya Janata Party	Male	Graduate	58	32	145	77%	14.4	0.2	243	70%
Shivraj Singh Lodhi	Elected	Madhya Pradesh	Damoh	Bharatiya Janata Party	Male	Matric	68	11	67	87%	34.5	0.1	174	83%
Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle	Elected	Maharashtra	Satara	Nationalist Congress Party	Male	Post Graduate	46	1	39	52%	21	1.2	354	74%
Shripad Yesso Naik	Elected	Goa	North Goa	Bharatiya Janata Party	Male	Graduate	59	28	115	80%	20.5	0.5	150	87%
Shriprakash Jaiswal	Elected	Uttar Pradesh	Kanpur	Indian National Congress	Male	Inter/ Higher Secondary	67	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Shruti Choudhry	Elected	Haryana	Bhiwani-Mahendragarh	Indian National Congress	Female	Graduate	36	12	423	80%	8.7	0.1	149	69%
Sidhant Mohapatra	Elected	Orissa	Berhampur	Biju Janata Dal	Male	Post Graduate	46	2	4	63%	27.4	0.6	279	76%
Sisir Kumar Adhikari	Elected	West Bengal	Kanthi	All India Trinamool Congress	Male	Inter/ Higher Secondary	70	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sivakumar @ J.K. Ritheesh. K	Elected	Tamil Nadu	Ramanthapuram	Dravida Munnetra Kazhagam	Male	Graduate	39	15	106	39%	34.2	0.2	261	73%
Sk. Nurul Islam	Elected	West Bengal	Basirhat	All India Trinamool Congress	Male	Matric	48	1	4	44%	34.8	0.8	135	72%
Sk. Saidul Haque	Elected	West Bengal	Bardhaman-Durgapur	Communist Party of India (Marxist)	Male	Post Graduate	58	71	193	97%	34.8	0.8	135	72%
Sohan Potai	Elected	Chhattisgarh	Kanker	Bharatiya Janata Party	Male	Post Graduate	54	10	3	70%	9.6	0.3	120	64%
Solanki Dinubhai Boghabhal	Elected	Gujarat	Junagadh	Bharatiya Janata Party	Male	Graduate	55	0	0	17%	30.1	1	276	80%
Somabhai Gandalal Koli Patel	Elected	Gujarat	Surendranagar	Indian National Congress	Male	Under Matric	72	1	6	86%	30.1	1	276	80%
Somendra Nath Mitra	Elected	West Bengal	Diamond Harbour	All India Trinamool Congress	Male	Graduate	68	1	191	47%	34.8	0.8	135	72%
Sonawane Pratap Narayanrao	Elected	Maharashtra	Dhule	Bharatiya Janata Party	Male	Graduate	63	12	232	52%	21	1.2	354	74%
Sonia Gandhi	Elected	Uttar Pradesh	Rae Bareli	Indian National Congress	Female	Diploma Course	65	1	0	47%	33.3	0.4	178	80%
Srikanta Kumar Jena	Elected	Orissa	Balasore	Indian National Congress	Male	Graduate	62	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Subhash Bapurao Wankhede	Elected	Maharashtra	Hingoli	Shiv Sena	Male	Matric	49	10	283	64%	21	1.2	354	74%
Subodh Kant Sahay	Elected	Jharkhand	Ranchi	Indian National Congress	Male	Graduate	61	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Subrata Bakshi	Elected	West Bengal	Kolkata Dakshin	All India Trinamool Congress	Male	Professional Graduate	62	1	0	31%	8.1	0.1	30	72%
Sucharu Ranjan Haldar	Elected	West Bengal	Ranaghat	All India Trinamool Congress	Male	Post Graduate	72	6	25	82%	34.8	0.8	135	72%
Sudarshan Bhagat	Elected	Jharkhand	Lohardaga	Bharatiya Janata Party	Male	Graduate	42	14	293	87%	25.9	0.8	185	65%
Sudip Bandyopadhyay	Elected	West Bengal	Kolkata Uttar	All India Trinamool Congress	Male	Graduate	59	45	0	89%	21.9	0.6	78	72%
Sukender Reddy Gutha	Elected	Andhra Pradesh	Nalgonda	Indian National Congress	Male	Graduate	58	7	83	64%	15.2	0.4	257	70%
Sukhdev Singh Libra	Elected	Punjab	Fatehgarh Sahib	Indian National Congress	Male	Matric	79	8	85	98%	19	0.6	127	78%
Sultan Ahmed	Elected	West Bengal	Uluberia	All India Trinamool Congress	Male	Graduate	59	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sumitra Mahajan	Elected	Madhya Pradesh	Indore	Bharatiya Janata Party	Female	Post Graduate	69	42	440	86%	34.5	0.1	174	83%
Supriya Sule	Elected	Maharashtra	Baramati	Nationalist Congress Party	Female	Graduate	43	30	604	86%	21	1.2	354	74%
Surendra Singh Nagar	Elected	Uttar Pradesh	Gautam Buddha Nagar	Bahujan Samaj Party	Male	Graduate	47	21	272	78%	33.3	0.4	178	80%
Suresh Channabasappa Angadi	Elected	Karnataka	Belgaum	Bharatiya Janata Party	Male	Graduate	57	20	257	75%	14.4	0.2	243	70%
Suresh Kalmadi	Elected	Maharashtra	Pune	Indian National Congress	Male	Graduate	68	1	89	43%	21	1.2	354	74%
Suresh Kashinath Taware	Elected	Maharashtra	Bhiwandi	Indian National Congress	Male	Graduate	52	10	129	86%	21	1.2	354	74%
Suresh Kodikunnil	Elected	Kerala	Mavelikkara	Indian National Congress	Male	Graduate	50	65	669	82%	50.6	1.1	299	84%
Suresh Kumar Shetkar	Elected	Andhra Pradesh	Zahirabad	Indian National Congress	Male	Graduate	52	17	567	76%	15.2	0.4	257	70%
Sushil Kumar Sambhajirao Shinde	Elected	Maharashtra	Solapur	Indian National Congress	Male	Graduate	71	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sushil Kumar Singh	Elected	Bihar	Aurangabad	Janata Dal (United)	Male	Post Graduate	49	31	256	76%	34.8	0.5	235	87%
Sushila Saroj	Elected	Uttar Pradesh	Mohanlalganj	Samajwadi Party	Female	Post Graduate	61	21	454	88%	33.3	0.4	178	80%
Sushma Swaraj	Elected	Madhya Pradesh	Vidisha	Bharatiya Janata Party	Female	Graduate	60	82	43	94%	34.5	0.1	174	83%
Susmita Bauri	Elected	West Bengal	Bishnupur	Communist Party of India (Marxist)	Female	Graduate	37	25	33	94%	34.8	0.8	135	72%
Suvendu Adhikari	Elected	West Bengal	Tamluk	All India Trinamool Congress	Male	Graduate	41	10	61	24%	34.8	0.8	135	72%
Syed Shahnawaz Hussain	Elected	Bihar	Bhagalpur	Bharatiya Janata Party	Male	Diploma Course	43	50	489	93%	34.8	0.5	235	87%
T.K.S. Elangovan	Elected	Tamil Nadu	Chennai North	Dravida Munnetra Kazhagam	Male	Post Graduate	58	39	15	93%	34.2	0.2	261	73%
Tabassum Hasan	Elected	Uttar Pradesh	Kairana	Bahujan Samaj Party	Female	Matric	41	0	22	65%	33.3	0.4	178	80%
Takam Sanjoy	Elected	Arunachal Pradesh	Arunachal West	Indian National Congress	Male	Graduate	45	5	54	67%	12	0	40	78%
Tapas Paul	Elected	West Bengal	Krishnanagar	All India Trinamool Congress	Male	Graduate	54	6	0	67%	34.8	0.8	135	72%
Tarachand Bhagora	Elected	Rajasthan	Banswara	Indian National Congress	Male	Post Graduate	58	3	177	82%	37.1	0.8	207	88%
Tarun Mandal	Elected	West Bengal	Jaynagar	Independent	Male	Graduate	53	101	21	74%	34.8	0.8	135	72%
Tathagata Satpathy	Elected	Orissa	Dhenkanal	Biju Janata Dal	Male	Graduate	56	26	254	71%	27.4	0.6	279	76%
Thalikkottai Rajuthevar Baalu	Elected	Tamil Nadu	Sriperumbudur	Dravida Munnetra Kazhagam	Male	Graduate	71	28	108	82%	34.2	0.2	261	73%
Thangso Baite	Elected	Manipur	Outer Manipur	Indian National Congress	Male	Post Graduate	59	2	4	99%	20.5	0.5	81	99%
Thirumaa Valavan Thol	Elected	Tamil Nadu	Chidambaram	Viduthalai Chiruthaigal Katchi	Male	Post Graduate	50	25	16	47%	34.2	0.2	261	73%
Thokchom Meinya	Elected	Manipur	Inner Manipur	Indian National Congress	Male	Doctorate	66	39	158	99%	20.5	0.5	81	99%
Tufani Saroj	Elected	Uttar Pradesh	Machhlishahr	Samajwadi Party	Male	Graduate	56	42	236	89%	33.3	0.4	178	80%
Tushar Amarsinh Chaudhary	Elected	Gujarat	Bardoli	Indian National Congress	Male	Graduate	46	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Udasi Shivkumar Chanabasappa	Elected	Karnataka	Haveri	Bharatiya Janata Party	Male	Graduate	45	47	122	89%	14.4	0.2	243	70%
Uday Pratap Singh	Elected	Madhya Pradesh	Hoshangabad	Indian National Congress	Male	Graduate	48	25	158	82%	34.5	0.1	174	83%
Uday Singh Alias Pappu Singh	Elected	Bihar	Purnia	Bharatiya Janata Party	Male	Inter/ Higher Secondary	59	12	401	73%	34.8	0.5	235	87%
Uma Shanker Singh	Elected	Bihar	Maharajganj	Rashtriya Janata Dal	Male	Inter/ Higher Secondary	72	14	107	89%	34.8	0.5	235	87%
Usha Verma	Elected	Uttar Pradesh	Hardoi	Samajwadi Party	Female	Post Graduate	49	16	262	84%	33.3	0.4	178	80%
V. Kishore Chandra S. Deo	Elected	Andhra Pradesh	Araku	Indian National Congress	Male	Post Graduate	65	2	0	91%	9.7	0.3	166	70%
V. Narayanasamy	Elected	Puducherry	Puducherry	Indian National Congress	Male	Post Graduate	65	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Vijay Bahadur Singh	Elected	Uttar Pradesh	Hamirpur	Bahujan Samaj Party	Male	Graduate	71	59	135	85%	33.3	0.4	178	80%
Vijay Bahuguna	Elected	Uttarakhand	Tehri Garhwal	Indian National Congress	Male	Graduate	65	13	18	80%	36.9	4.6	69	82%
Vijay Inder Singla	Elected	Punjab	Sangrur	Indian National Congress	Male	Graduate	40	2	9	85%	19	0.6	127	78%
Vikrambhai Arjanbhai Maadam	Elected	Gujarat	Jamnagar	Indian National Congress	Male	Graduate	54	8	679	77%	30.1	1	276	80%
Vilas Baburao Muttemwar	Elected	Maharashtra	Nagpur	Indian National Congress	Male	Graduate	63	30	541	80%	21	1.2	354	74%
Vinay Kumar Pandey	Elected	Uttar Pradesh	Shrawasti	Indian National Congress	Male	Doctorate	48	36	190	86%	33.3	0.4	178	80%
Vincent H Pala	Elected	Meghalaya	Shillong	Indian National Congress	Male	Graduate	44	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Virbhadra Singh	Elected	Himachal Pradesh	Mandi	Indian National Congress	Male	Post Graduate	78	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Virender Kashyap	Elected	Himachal Pradesh	Shimla	Bharatiya Janata Party	Male	Post Graduate	62	92	329	89%	70	0.3	273	89%
Virendra Kumar	Elected	Madhya Pradesh	Tikamgarh	Bharatiya Janata Party	Male	Doctorate	58	145	160	95%	34.5	0.1	174	83%
Vishnu Deo Sai	Elected	Chhattisgarh	Raigarh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	48	3	11	58%	9.6	0.3	120	64%
Vishwa Mohan Kumar	Elected	Bihar	Supaul	Janata Dal (United)	Male	Post Graduate	54	48	339	81%	34.8	0.5	235	87%
Vitthalbhai Hansrajbhai Radadiya	Elected	Gujarat	Porbandar	Indian National Congress	Male	Graduate	53	1	168	27%	30.1	1	276	80%
Wakchaure Bhausaheb Rajaram	Elected	Maharashtra	Shirdi	Shiv Sena	Male	Graduate	62	18	587	66%	21	1.2	354	74%
Y. S. Jagan Mohan Reddy	Elected	Andhra Pradesh	Kadapa	Yuvajana Sramika Rythu Congress Party	Male	Graduate	39	2	0	42%	12.9	0.2	229	70%
Yashbant Narayan Singh Laguri	Elected	Orissa	Keonjhar	Biju Janata Dal	Male	Graduate	41	23	525	69%	27.4	0.6	279	76%
Yashodhara Raje Scindia	Elected	Madhya Pradesh	Gwalior	Bharatiya Janata Party	Female	Inter/ Higher Secondary	58	22	153	78%	34.5	0.1	174	83%
Yashvir Singh	Elected	Uttar Pradesh	Nagina	Samajwadi Party	Male	Graduate	39	0	359	86%	33.3	0.4	178	80%
Yashwant Sinha	Elected	Jharkhand	Hazaribagh	Bharatiya Janata Party	Male	Post Graduate	74	31	78	90%	25.9	0.8	185	65%
Yogi Adityanath	Elected	Uttar Pradesh	Gorakhpur	Bharatiya Janata Party	Male	Graduate	40	69	292	75%	33.3	0.4	178	80%
Zafar Ali Naqvi	Elected	Uttar Pradesh	Kheri	Indian National Congress	Male	Graduate	65	0	45	79%	33.3	0.4	178	80%
